GEOID,n
48015760100,.0047176476509776
48015760200,.044229938846911
48015760300,.068908751489289
48015760400,.0110759121446335
48015760501,.024947261219495
48015760502,.0346372274761961
48037011200,.0004802879411727
48039660100,.1085479372042641
48039660200,.1022663906102252
48039660300,.2461366040747635
48039660400,.3799455230087005
48039660500,.2019596872063971
48039660601,.7481796678149522
48039660602,.8784317470736482
48039660701,.5480072453233333
48039660702,.3754452031084838
48039660801,.2776609692245984
48039660802,.147918177385236
48039660900,.0730650276468623
48039661000,.08199653396332
48039661100,.0515988466095223
48039661200,.1197096489067917
48039661300,.0340509501193083
48039661400,.1098079729576966
48039661501,.0452373480138704
48039661502,.0624743903954368
48039661601,.1237549293550728
48039661602,.0515618189383531
48039661700,.0183214879652951
48039661800,.0456342645375116
48039661900,.1015913681840175
48039662000,.0641035497010307
48039662100,.0472858154666937
48039662200,.0731881344245267
48039662300,.062945498531576
48039662400,.0662755809844384
48039662500,.0143792071212374
48039662600,.0204057500504859
48039662700,.0097416550979688
48039662800,.0737124504685198
48039662900,.0438823399490502
48039663000,.0209183612460038
48039663100,.0525149384175165
48039663200,.1036155102301564
48039663300,.06043171555757
48039663400,.1314879710607784
48039663500,.09314279343198
48039663600,.0607394547336639
48039663700,.0491474446175744
48039663800,.1062778316972981
48039663900,.0301447703513986
48039664000,.0385889720419073
48039664100,.0367317028940306
48039664200,.022852249272546
48039664300,.039641726991249
48039664400,.0549746962797144
48039664501,.0231959710545198
48067950700,.1970455632383619
48071710100,.0802080999610553
48071710200,.1971883348443271
48071710300,.00374033252956
48071710401,.0035424714587862
48071710500,.0080275727304979
48157670101,.1936970471942914
48157670102,.1225438130677503
48157670200,.210416403508134
48157670300,.1350491203174897
48157670400,.2239056820390033
48157670500,.1684643987591699
48157670601,.3601232869432351
48157670602,.0712196774929907
48157670700,.1516471393742904
48157670800,.3331712691306166
48157670901,.3671107391442092
48157670902,.1320248585707304
48157671001,.2444185169581488
48157671002,.3021381273997577
48157671100,.2791139454989207
48157671200,.1868517212583356
48157671300,.1679777919725893
48157671400,.5296511503202055
48157671501,.2594271107627719
48157671502,.0419112345407484
48157671601,.5448896593431982
48157671602,.1812351870648854
48157671700,.2216660746285015
48157671800,.1993126063825912
48157671900,.116331448793062
48157672001,.2857467042890676
48157672002,.5220331463278853
48157672100,.1951311969887684
48157672200,.0807486518870064
48157672301,.2829438472581387
48157672302,.3205362830281047
48157672400,.2355928064707768
48157672500,.2177694224792504
48157672601,.3231817279374809
48157672602,.1620788050222473
48157672701,.282719575905503
48157672702,.264896050983225
48157672800,.2105186698267971
48157672900,.9243656736807679
48157673001,.1967815994617013
48157673002,.2844533095644692
48157673003,.2909291081427909
48157673101,1.189732625047327
48157673102,.4156038972585065
48157673200,.1162990698558133
48157673300,.2245253046276048
48157673400,.5600117037079144
48157673500,.3073338250596862
48157673600,.1597738149625911
48157673700,.0016486569074914
48157673800,.2905507700243106
48157673901,.2166044762420825
48157673902,.1243590960647794
48157674000,.3339929287967607
48157674100,.7837164318675605
48157674200,.2141564230475979
48157674300,.5816196230723563
48157674400,.2754571553800815
48157674501,.2146961667053802
48157674502,.4020076162169062
48157674601,.0797595672765965
48157674602,.1218163485145851
48157674603,.1676906622742536
48157674604,.1535959384855232
48157674700,.4167904959540465
48157674800,.159341012029472
48157674900,.0479277211306908
48157675000,.0438333892925584
48157675100,.2098815591187986
48157675200,.0814260395818565
48157675300,.0936455762039259
48157675400,.074124853930698
48157675500,.2800347430793408
48157675600,.0535975578504804
48157675700,.0736639984907015
48157675800,.0178320997656556
48167720100,.1280699579297107
48167720200,.1073812455333609
48167720301,.0560736952693333
48167720302,.1652549866030313
48167720400,.1496498120031902
48167720501,.0892924851832504
48167720502,.2167253190036718
48167720503,.2873647271267146
48167720600,.2169502350059247
48167720700,.4049269222682597
48167720800,.0548544393182056
48167720900,.1137892120361812
48167721000,.0360401249226925
48167721100,.1563643583212979
48167721201,.5789653861734223
48167721202,.1393888583388616
48167721300,.1096000648840345
48167721400,.2664372716923822
48167721500,.3402602105675214
48167721600,.0326335793924954
48167721700,.0938921870802005
48167721800,.0333493510788685
48167721900,.1642115527083661
48167722001,.0823051512843449
48167722002,.0428035117297441
48167722100,.0927424786950724
48167722200,.0371098821465239
48167722300,.0852011738859346
48167722600,.0477588154681143
48167722700,.0660807077144909
48167722800,.0432479887781483
48167722900,.05508257567908
48167723000,.0503805065400229
48167723100,.0906123746131016
48167723200,.0467823176771844
48167723300,.0577172573889584
48167723400,.0805934383322437
48167723501,.0080259886744898
48167723502,.077052387877302
48167723600,.0845682675058015
48167723700,.0380305155049427
48167723800,.089488790622454
48167723900,.0035650488789543
48167724000,.0258657060676342
48167724101,.038887404778734
48167724200,.149772870513516
48167724300,.0998993255070673
48167724400,.0603228499780926
48167724500,.0357829801550906
48167724600,.0227696297770308
48167724700,.0439926460967399
48167724800,.0393827031257388
48167724900,.029289025500475
48167725000,.0329682742494697
48167725100,.0322258006617631
48167725200,.0341783998595702
48167725300,.030723956941074
48167725400,.0903679300326985
48167725500,.0221272239868995
48167725600,.1740064289260772
48167725700,.0420752458071547
48167725800,.0977468883702386
48167725900,.1031639020220609
48167726000,.0156985312904681
48167726100,.047003165458591
48167726200,.0508616321903901
48185180102,.0016842265613377
48199030100,.0014628619992436
48201100000,.586169315760344
48201210100,.0128023467841558
48201210400,.1611267779844638
48201210500,.0829625236474385
48201210600,.1374071383015689
48201210700,.0830418595523952
48201210800,.0455620129050658
48201210900,.032649043301717
48201211000,.0447145756515965
48201211100,.1022039511917683
48201211200,.0566990291608818
48201211300,.1050976525025362
48201211400,.1093842993232101
48201211500,.1237886169619742
48201211600,.0288212625473534
48201211700,.09121888001755
48201211900,.0269801809049568
48201212300,.0996541703643743
48201212400,.0316809179639677
48201212500,.0802244071364839
48201220100,.0386386331083486
48201220200,.0489652171709167
48201220300,.1137730935467971
48201220400,.1132854361385398
48201220500,.0617780335887801
48201220600,.0365300671655859
48201220700,.0599902948956696
48201220800,.0435425018774822
48201220900,.0232849095482379
48201221000,.0357206487769872
48201221100,.0211837197784916
48201221200,.0544505393768304
48201221300,.0697177259457931
48201221400,.0604569923343661
48201221500,.1038053127613239
48201221600,.0822148875386119
48201221700,.0555400336957064
48201221800,.0133472585421259
48201221900,.0181493111067539
48201222000,.0233850244876521
48201222100,.0394195220778784
48201222200,.1030804095298663
48201222300,.0403719046680635
48201222401,.0192325377247471
48201222402,.0611630433377286
48201222501,.0432108441345918
48201222502,.0308800262469049
48201222503,.0799335078017975
48201222600,.1153075413021725
48201222700,.1155127487218124
48201222800,.0233286004731781
48201222900,.081405913727167
48201223001,.054547089162952
48201223002,.0345657667530759
48201223100,.0160987770068459
48201230100,.0446758576581487
48201230200,.1074290710057539
48201230300,.0460277492866226
48201230400,.067513615686039
48201230500,.046692298441485
48201230600,.0437510215360817
48201230700,.0543425215582829
48201230800,.0499311232524633
48201230900,.0750857242273923
48201231000,.0698775329838099
48201231100,.0637829417537432
48201231200,.1482781329525551
48201231300,.0855120561318472
48201231400,.0652885943372894
48201231500,.066482131873272
48201231600,.0519820725712634
48201231700,.0259845259097347
48201231800,.024197625769375
48201231900,.1129641077814085
48201232000,.0413798476535021
48201232100,.0724281417706152
48201232200,.2878420841261686
48201232301,.1108333963710493
48201232302,.1378677446664369
48201232401,.1110102928910237
48201232402,.093818568631832
48201232403,.088471938868679
48201232500,.0395332211119239
48201232600,.0266499548379215
48201232701,.2236888526622351
48201232702,.0850754546627286
48201232800,.2006611611222979
48201232900,.2158162491105031
48201233001,.0918136450927705
48201233002,.0716205479168366
48201233003,.0286491979095445
48201233101,.028862962356925
48201233102,.0416401020579542
48201233103,.0221625883314118
48201233200,.0834508308216755
48201233300,.0258767860204898
48201233400,.0294813842701842
48201233500,.0491209901258571
48201233600,.0369395552770584
48201233701,.0494265956513118
48201233702,.019472573463247
48201233703,.0283713513422867
48201240100,.1704284823063063
48201240400,.1430426244660339
48201240501,.2033195445837919
48201240502,.2097861969377846
48201240600,.1009902973164571
48201240701,.2902158708284333
48201240702,.259453660066356
48201240801,.2379844140450587
48201240802,.0895662783987063
48201240901,.172236451488061
48201240902,.2764489256039724
48201241000,.1898424239552696
48201241101,.116666691355249
48201241102,.2960797970482645
48201241103,.119512203411432
48201241200,.1819093092799449
48201241300,.3098057556270533
48201241400,.1641505362233886
48201241500,.1490507560913557
48201250100,.1762613272479143
48201250200,.2231601391395088
48201250301,.1659988763969977
48201250302,.6272192942883521
48201250401,.2028737663740685
48201250402,.4106811516348898
48201250500,.1750102910154965
48201250600,.2348017253561352
48201250701,.1002666325657628
48201250702,.0838517676820629
48201250800,.2246595432570757
48201250900,.4106704757673469
48201251000,.1158715185374604
48201251100,.2229844874721039
48201251200,.2274351405089874
48201251300,.3957705416642057
48201251401,.0465403699708986
48201251402,.2872719531387702
48201251501,.1621596027052874
48201251502,.2420908876516705
48201251503,.0609652741031823
48201251600,.0709904071409255
48201251700,.116435421994538
48201251800,.0130242041968813
48201251901,.1520352728459784
48201251902,.0573077281642327
48201252000,.7075923925606276
48201252100,.0235444157642632
48201252200,.1557792804840119
48201252301,.1244119043121827
48201252302,.3805314086334874
48201252400,.1032530033971852
48201252500,.0759699227437522
48201252600,.0695993506927834
48201252700,.0399374604718332
48201252800,.073743168693909
48201252900,.0798356012810473
48201253000,.0409910341895738
48201253100,.1284501171811598
48201253200,.3261846299415083
48201253300,.0506651776431681
48201253400,.0082046737488781
48201253500,.2374894570502875
48201253600,.1984747424212401
48201253700,.1416717338634044
48201253800,.1055319683546259
48201253900,.1651998264123904
48201254000,.0783326886921714
48201254100,.0482988205249058
48201254200,.0226831701647825
48201254300,.0730536396720254
48201254400,.0244916349402047
48201254500,.0251804699510103
48201254600,.0378512436509482
48201254700,.0313634620324592
48201310100,.3610694079943642
48201310200,.5660557552691898
48201310300,.5763598181979432
48201310400,.065141512520313
48201310500,.0368604562972905
48201310600,.0886007059780241
48201310700,.0543658067981596
48201310800,.0404669921485947
48201310900,.0373049025110959
48201311000,.0866530828393479
48201311100,.0469056885717691
48201311200,.0403091873931771
48201311300,.0854986361755437
48201311400,.0468911165571626
48201311500,.0805804425408496
48201311600,.0494880884070881
48201311700,.0858961820358672
48201311800,.0265348574694144
48201311900,.0312804522063743
48201312000,.1676890819535402
48201312100,.0255720093846321
48201312200,.0674963950586971
48201312300,.1730430882744258
48201312400,.0970121229966026
48201312500,.3313130399947113
48201312600,.6227673928410127
48201312700,.0896715917533584
48201312800,.0918030999600887
48201312900,.2260115894896444
48201313000,.1580583920003846
48201313100,.3995541913536726
48201313200,.234146908428329
48201313300,.0734354629130394
48201313400,.1424077981464507
48201313500,.0799044939340092
48201313600,.1590771779424358
48201313700,.0885950875608614
48201313800,.169950302439247
48201313900,.7229984874684305
48201314001,.5533034036197932
48201314002,1.197534344355518
48201314300,.4815762825546699
48201314400,.5085165542695904
48201320100,.0531388383114972
48201320200,.0847141536096387
48201320500,.0453500105595595
48201320601,.0257861827049055
48201320602,.0519441110081971
48201320700,.1481471399993097
48201320800,.0410143473609423
48201320900,.1476321894542707
48201321000,.1688345652582939
48201321100,.2373870616993372
48201321200,.06477936383817
48201321300,.1509284295862017
48201321401,.0508742536185309
48201321402,.0630279065535433
48201321500,.0649673661791894
48201321600,.1700253850139646
48201321700,.0530412664684263
48201321800,.0381265838941545
48201321900,.0756653748130702
48201322000,.0861635797632516
48201322100,.0455447015606296
48201322200,.0319787117441592
48201322600,.0842528808097995
48201322700,.1008566783111746
48201322800,.0509712535094877
48201322900,.0566416596675481
48201323000,.1017241121430743
48201323100,.071598142007133
48201323200,.06922508502862
48201323300,.0901452095713466
48201323400,.1109474288477941
48201323500,.1096876172232442
48201323600,.1984588947659631
48201323701,.1689355971502664
48201323702,.1068991803276731
48201323801,.0463968082676729
48201323802,.0862689659861644
48201323900,.0674913376951736
48201324000,.1102201965427412
48201324100,.0699874431661556
48201324200,.0100079164039926
48201330100,.2026175085120485
48201330200,.1333711122515524
48201330301,.1382707724624197
48201330302,.1455932651165313
48201330303,.150040744949365
48201330400,.1044811294777901
48201330500,.0902578808882026
48201330600,.2575834312901861
48201330700,.1644240160967456
48201330800,.2163928496458993
48201330900,.3771723341847064
48201331100,.1090050382081245
48201331200,.1508945650548412
48201331300,.1710194493043673
48201331400,.1051689390587853
48201331500,.2615712309900573
48201331601,.201297696686197
48201331602,.1178678130345361
48201331700,.1269858846790157
48201331800,.1141955164466708
48201331900,.1156514223166596
48201332000,.5627183512456213
48201332100,.080707469052868
48201332200,.1131199696137628
48201332300,.0944674171551014
48201332400,.1398100057476768
48201332500,.0565597165332292
48201332600,.1004580449598507
48201332700,.0219827084292774
48201332800,.0434692531289329
48201332900,.1697449917091944
48201333000,.0484890412546974
48201333100,.0614468907529044
48201333201,.144937779632528
48201333202,.2425563204787977
48201333300,.2053438116868165
48201333500,.149812584686515
48201333600,.0558538798240988
48201333700,.0340145241598293
48201333800,.1239276234794033
48201333901,.1026028446622149
48201333902,.2553685457301071
48201334001,.1214036386609223
48201334002,.1611814275529468
48201334003,.1805380914893249
48201334100,.6742574186195611
48201340100,.178326283046772
48201340201,.0641938307276178
48201340202,.0672278404535973
48201340203,.2166242297357712
48201340301,.0799375292353943
48201340302,.1438009295802658
48201340400,.0615742217273691
48201340500,.3101969252493291
48201340600,.0773198597112241
48201340700,.2354374916039887
48201340800,.1322686673820499
48201340900,.2999123367790162
48201341000,.407885661263208
48201341100,.2765922612015856
48201341201,.2041134093451547
48201341202,.3041094697555309
48201341301,.3600166861274374
48201341302,.2720754613983445
48201341400,.1964773282797978
48201341501,.2599618654689948
48201341502,.2017506752481495
48201341600,.1695269413921778
48201341700,.0692816923647115
48201341800,.043684362222848
48201342001,.1150763237492356
48201342002,.0763226238887
48201342100,.083370421143627
48201342200,.1054879380881175
48201342300,.2033036063148259
48201342400,.0667401491310784
48201342500,.136498256978939
48201342700,.118645829246816
48201342800,.1255980636541949
48201342900,.1080579772933561
48201343000,.1809739015467358
48201343100,.1014437919402553
48201343200,.1160674626598848
48201343301,.0818850284772452
48201343302,.0987549737617428
48201343600,.098589246852498
48201343700,.2631445326014727
48201350100,.2453129695448979
48201350200,.2213280198320717
48201350300,.1507222545492368
48201350400,.1609074025673181
48201350500,.1763372557265939
48201350601,.1433530799627079
48201350602,.228270015128146
48201350700,.0513329106379388
48201350801,.2067546016187407
48201350802,.2956762261792392
48201410100,.4733217798957412
48201410200,.6870295031039859
48201410300,.4109472310774436
48201410401,.429545689546444
48201410402,.3072091183566954
48201410500,.5116128954742862
48201410600,.9341654040690628
48201410701,.5017529125998408
48201410702,.4138662286295585
48201410800,.5405313069441036
48201410900,.4239602616635239
48201411000,.8546815654599413
48201411100,1.091593027661474
48201411200,.0759123820544119
48201411300,.9760090176023368
48201411400,.2100388692392698
48201411501,1.171848260994011
48201411502,.8664393388021381
48201411600,.2030700117720698
