inc_pc_c6_value,inc_pc_c6_grid
.0000174042644747,2033
.0000477928717682,4845.693877551021
.0000905787029995,7658.387755102041
.0001706066278642,10471.08163265306
.0002700717156834,13283.77551020408
.000408332046505,16096.4693877551
.0005605640534836,18909.16326530612
.0007309497470703,21721.85714285714
.0009106292972009,24534.55102040816
.0011226452357622,27347.24489795918
.0013516000538126,30159.9387755102
.0015849768085467,32972.63265306123
.0017686280842836,35785.32653061224
.0019258437952416,38598.02040816326
.0020016992690689,41410.71428571428
.0019780574231276,44223.4081632653
.0018529282923349,47036.10204081632
.0016552942810687,49848.79591836734
.0014303280199775,52661.48979591837
.00121284244604,55474.18367346939
.0010134922295496,58286.87755102041
.0009108125428959,61099.57142857143
.0008719971675401,63912.26530612245
.0008559396032126,66724.95918367346
.0008403492514501,69537.65306122448
.0007680367281121,72350.3469387755
.0006594558324042,75163.04081632652
.0005228774028508,77975.73469387754
.0003825274212683,80788.42857142857
.0002757972465835,83601.12244897959
.0002058305358261,86413.81632653061
.0001687040317201,89226.51020408163
.000173736533485,92039.20408163265
.0001911642182652,94851.89795918367
.0002302828726798,97664.59183673469
.0002424816430382,100477.2857142857
.0002425586167402,103289.9795918367
.0002189952118948,106102.6734693878
.0001804706157381,108915.3673469388
.0001312705517366,111728.0612244898
.0000955819898521,114540.7551020408
.0000746901986772,117353.4489795918
.0000858634545663,120166.1428571429
.000087734453536,122978.8367346939
.0000763264976239,125791.5306122449
.0000550089407698,128604.2244897959
.0000349429069782,131416.9183673469
.0000190358382268,134229.612244898
.0000126122270425,137042.306122449
3.62355666686e-06,139855
