inc_pc_c0_value,inc_pc_c0_grid
.0037862140421448,49593
.0045351364253362,50517.08163265306
.0051859900463826,51441.16326530612
.005738774905284,52365.24489795919
.0061934910020403,53289.32653061225
.0065501383366516,54213.4081632653
.0068087169091178,55137.48979591837
.0069768279198295,56061.57142857143
.007166207792777,56985.65306122449
.0072465205377315,57909.73469387755
.0072177661546929,58833.81632653061
.0070799446436613,59757.89795918367
.0068330560046365,60681.97959183673
.0068101940495728,61606.06122448979
.0066886626129869,62530.14285714286
.0073380067383483,63454.22448979592
.0081748196183054,64378.30612244898
.008756837022783,65302.38775510204
.0091839183380594,66226.4693877551
.0094722848800544,67150.55102040817
.0097290264831797,68074.63265306123
.0106541544860316,68998.71428571429
.0115478929571572,69922.79591836734
.01223266247717,70846.87755102041
.0127324057725221,71770.95918367346
.0131628652867374,72695.04081632654
.0133971872766626,73619.12244897959
.0134353717422977,74543.20408163265
.0132774186836428,75467.28571428571
.0129233281006977,76391.36734693877
.0123730999934626,77315.44897959183
.0116267343619374,78239.5306122449
.0109354466787602,79163.61224489796
.0101887529746613,80087.69387755102
.0092349233804242,81011.77551020408
.008073957896049,81935.85714285714
.0067058565215357,82859.93877551021
.0054074149504038,83784.02040816325
.0040514359465521,84708.10204081633
.0032004608018094,85632.18367346938
.0029813261754666,86556.26530612246
.0027007840064724,87480.3469387755
.0023588342948265,88404.42857142858
.001955477040529,89328.51020408163
.0016081131008817,90252.59183673469
.0015880789751055,91176.67346938775
.0015460481176332,92100.75510204081
.0014820205284649,93024.83673469388
.0013959962076004,93948.91836734694
.0012879751550399,94873
