inc_pc_c0_value,inc_pc_c0_grid
.0029516097302997,27868
.0033525893714697,29489.40816326531
.0039463427668355,31110.81632653061
.0047427435484209,32732.22448979592
.0052654393595377,34353.63265306123
.0058450869018156,35975.04081632653
.0067818941889394,37596.44897959183
.0072869812649118,39217.85714285714
.0073603481297329,40839.26530612245
.0074313155500088,42460.67346938775
.0073566458599678,44082.08163265306
.00803287687087,45703.48979591837
.0104646086794375,47324.89795918367
.0121681496987509,48946.30612244898
.0131041881204619,50567.71428571428
.0210651692944702,52189.12244897959
.0293721555721843,53810.5306122449
.0365339340607448,55431.93877551021
.0414411736688482,57053.34693877551
.0446813047597891,58674.75510204081
.0463301585595945,60296.16326530612
.0458824887196261,61917.57142857143
.0434679518943857,63538.97959183673
.0402540559441978,65160.38775510204
.0351337313876915,66781.79591836734
.0285997147129388,68403.20408163265
.0221272285685415,70024.61224489796
.0161990657455381,71646.02040816325
.0142354997571245,73267.42857142857
.0200916822669043,74888.83673469388
.0246715808603112,76510.24489795917
.0284285365638221,78131.6530612245
.0307915721084525,79753.06122448979
.0317606874942019,81374.46938775509
.0313358827210707,82995.87755102041
.0295171577890587,84617.28571428571
.0266227816867193,86238.69387755102
.0229793723654737,87860.10204081633
.0180661977173125,89481.51020408163
.0118832577422355,91102.91836734694
.0049438308549631,92724.32653061225
.0009564873542829,94345.73469387754
.0013178669727776,95967.14285714286
.0015974172702045,97588.55102040817
.0017951382465635,99209.95918367346
.0019110299018545,100831.3673469388
.0019450922360777,102452.7755102041
.001897325249233,104074.1836734694
.0017677289413204,105695.5918367347
.0015563033123399,107317
