inc_pc_c6_value,inc_pc_c6_grid
5.72747902775e-06,-146
.0000213343130825,2740.326530612245
.0000822411369023,5626.65306122449
.0002837909508173,8512.979591836734
.0006740839367564,11399.30612244898
.0012228587761209,14285.63265306122
.0018298014111593,17171.95918367347
.0025296650192687,20058.28571428571
.0032065830229042,22944.61224489796
.0037255647086326,25830.9387755102
.0041373291844595,28717.26530612245
.0045295758672005,31603.59183673469
.0047209505050683,34489.91836734694
.0046384738140475,37376.24489795919
.0044237329286118,40262.57142857143
.0042272274338605,43148.89795918367
.0039121609840129,46035.22448979592
.0034418935130327,48921.55102040817
.0029640493838797,51807.87755102041
.0025687911484471,54694.20408163265
.0020791815819565,57580.5306122449
.001511353936818,60466.85714285714
.0010696359574097,63353.18367346939
.0007736855197637,66239.51020408163
.0005835160150372,69125.83673469388
.000459456504955,72012.16326530612
.0003556476499275,74898.48979591837
.0002600879565491,77784.81632653061
.0002115620681649,80671.14285714286
.0002040254389645,83557.4693877551
.0002471445575823,86443.79591836734
.0002732914736711,89330.12244897959
.0002823482093643,92216.44897959183
.0002670062004882,95102.77551020408
.0002195705357755,97989.10204081633
.0001423369436206,100875.4285714286
.0000701168231288,103761.7551020408
.0000261031444302,106648.0816326531
.0000269193837703,109534.4081632653
.0000304615536221,112420.7346938775
.0000377234908347,115307.0612244898
.0000386995406256,118193.387755102
.0000366049915313,121079.7142857143
.0000330709172297,123966.0408163265
.0000322578241347,126852.3673469388
.0000325074055912,129738.693877551
.0000308129170374,132625.0204081633
.0000245582372833,135511.3469387755
.0000233016577435,138397.6734693878
.0000187587652588,141284
