inc_pc_c3_value,inc_pc_c3_grid
6.68325162148e-06,-2029
.0001149941853447,804
.0005395056750811,3637
.0015616694898945,6470
.0031607465632294,9303
.0054556733598271,12136
.0087342908990367,14969
.0128868177421183,17802
.017202381821887,20635
.0218198323872699,23468
.0256569437202144,26301
.0287442022166873,29134
.0303311883159835,31967
.0310760229632173,34800
.0316501175367375,37633
.0313046148636725,40466
.0306219184425797,43299
.0302015542762172,46132
.0285274098445265,48965
.0275630792110143,51798
.0267094800946596,54631
.0267996533661944,57464
.0286119187904366,60297
.0290728777121024,63130
.0290952409341326,65963
.028702433217763,68796
.0260834666308761,71629
.0224142854283942,74462
.0189500049563923,77295
.0162344967842935,80128
.0142433490299833,82961
.0122941502868199,85794
.0108361174466326,88627
.0105412327050837,91460
.0125986995692812,94293
.0150710269135109,97126
.0176372682433311,99959
.0187713437571548,102792
.017978937137332,105625
.0155464666744036,108458
.0119601789159043,111291
.0075308020375712,114124
.0044822309803183,116957
.0031362105705878,119790
.002605586765152,122623
.0018274784002999,125456
.0012796310925523,128289
.0006050824387327,131122
.0002839797444246,133955
.0001979923088679,136788
