med_hh_inc_c5_value,med_hh_inc_c5_grid
.0000401740241894,4438
.0002449765447308,9551.530612244898
.0007884430925609,14665.0612244898
.0015325282198897,19778.5918367347
.0026414206048907,24892.12244897959
.0038541986016121,30005.65306122449
.0058648763389957,35119.18367346939
.0075987942598064,40232.71428571429
.0095433589244739,45346.24489795919
.0109369788145708,50459.77551020408
.0123936285600634,55573.30612244898
.013428904514955,60686.83673469388
.014091898677904,65800.36734693879
.0132345297036439,70913.89795918368
.0121157761626523,76027.42857142858
.0121116570366132,81140.95918367348
.0121608995669433,86254.48979591837
.0116488253002528,91368.02040816327
.0113298000125262,96481.55102040817
.0106093594504932,101595.0816326531
.0095353025749787,106708.612244898
.0091454702499121,111822.1428571429
.0080642868700433,116935.6734693878
.0072218817462725,122049.2040816327
.0046881792495842,127162.7346938776
.0033325681546598,132276.2653061225
.0025512384532924,137389.7959183674
.0022832837397336,142503.3265306122
.0019828035850916,147616.8571428572
.0016960696507462,152730.387755102
.0011336581533136,157843.918367347
.0006160930996978,162957.4489795918
.0005021804197311,168070.9795918367
.0005085994363037,173184.5102040817
.0006672636198253,178298.0408163265
.0006449842328311,183411.5714285714
.0004590908681987,188525.1020408163
.0002160930329021,193638.6326530612
.0001932835674589,198752.1632653061
.0002759593685436,203865.693877551
.0002515912908291,208979.2244897959
.0001284767010213,214092.7551020408
.0000236538856262,219206.2857142857
.00003476339835,224319.8163265306
.0000434196369519,229433.3469387755
.0000339082481583,234546.8775510204
.0000196592051747,239660.4081632653
.000072587372992,244773.9387755102
.0000928817311164,249887.4693877551
.0000743130475789,255001
