med_hh_inc_c7_value,med_hh_inc_c7_grid
8.80440951993e-06,5128
.0000246547792798,10227.44897959184
.0001740217915002,15326.89795918367
.0006098536042792,20426.34693877551
.0013173444389838,25525.79591836735
.0020267838777775,30625.24489795919
.0023979098342633,35724.69387755102
.0025429396945139,40824.14285714286
.002781045612151,45923.5918367347
.0030429914543868,51023.04081632653
.0030953233035272,56122.48979591837
.0027620317949458,61221.93877551021
.0023298100829271,66321.38775510204
.0019635566959961,71420.83673469388
.0018893287802872,76520.28571428572
.0017696517841734,81619.73469387756
.0016188078007052,86719.18367346939
.001514643649904,91818.63265306123
.0014946991171537,96918.08163265306
.0016076212979376,102017.5306122449
.0014231444386051,107116.9795918367
.0011051069034876,112216.4285714286
.0009145615646335,117315.8775510204
.0007826138880945,122415.3265306122
.0006759164475851,127514.7755102041
.0004705981290047,132614.2244897959
.0002931984262689,137713.6734693878
.0002402580251596,142813.1224489796
.0002160517338292,147912.5714285714
.0002758979047525,153012.0204081633
.0002908062035569,158111.4693877551
.0002543769200048,163210.918367347
.0001661143464804,168310.3673469388
.0001098747376239,173409.8163265306
.0000999361627476,178509.2653061225
.0000733098657377,183608.7142857143
.0000537867083783,188708.1632653061
.0000550862621858,193807.612244898
.0000956172247902,198907.0612244898
.0001028799650792,204006.5102040817
.0000720636695684,209105.9591836735
.0000332410039084,214205.4081632653
.0000238168247351,219304.8571428572
.0001153282076356,224404.306122449
.0001744334491291,229503.7551020408
.0001571931546393,234603.2040816327
.0000730637906168,239702.6530612245
.0000340164146087,244802.1020408163
.0000355010243101,249901.5510204082
.0000258120997767,255001
