med_hh_inc_c5_value,med_hh_inc_c5_grid
.0000192946353768,8825
.0000685717078194,13849
.0001748028853452,18873
.0003317981951597,23897
.0004828183605457,28921
.0006090244150517,33945
.0006465571463528,38969
.0006724627779728,43993
.0007625246288355,49017
.0010582679279064,54041
.0013173211829573,59065
.0014430141295102,64089
.0013853790226604,69113
.0014276683850274,74137
.0014497218266232,79161
.0015277966160261,84185
.0014901796682263,89209
.0015242776615603,94233
.0015335269710555,99257
.0015496505004485,104281
.0014403021024469,109305
.0010736044783987,114329
.0007792789048972,119353
.0005943634104898,124377
.0005427782686217,129401
.0005480082333763,134425
.0004349298277692,139449
.0003542410808113,144473
.0002867565614882,149497
.0002267058109382,154521
.0002140949627654,159545
.0001877921624153,164569
.0001723792042315,169593
.0001306427054925,174617
.0000877743682339,179641
.0000496774122963,184665
.0000453761400665,189689
.000043053923998,194713
.0000365509371272,199737
.0000382193002639,204761
.0000360353859236,209785
.0000276161017321,214809
.0000202882912554,219833
.0000129057169284,224857
9.63478511076e-06,229881
3.78847079617e-06,234905
1.46791248221e-07,239929
6.20184289101e-07,244953
7.78983859428e-07,249977
6.23189959202e-07,255001
