med_hh_inc_c1_value,med_hh_inc_c1_grid
.0006370566955629,12077
.0012644695322519,17034.63265306122
.0016300349918279,21992.26530612245
.0019466152137075,26949.89795918367
.0041714509260928,31907.5306122449
.0068648942717001,36865.16326530612
.0074973386860039,41822.79591836734
.0072050055224964,46780.42857142857
.0053141363075961,51738.06122448979
.0066344096251407,56695.69387755102
.0097342242096802,61653.32653061224
.0140321043445651,66610.95918367346
.0180783755526115,71568.59183673469
.0201181116034293,76526.22448979592
.0237418971222196,81483.85714285713
.0288223942995418,86441.48979591836
.036463341966424,91399.12244897959
.0463012166375014,96356.75510204081
.0581942902732154,101314.387755102
.068840326173814,106272.0204081633
.0622676239424004,111229.6530612245
.0468933177865713,116187.2857142857
.0231846227572447,121144.9183673469
.0170662191114523,126102.5510204082
.0163365808005974,131060.1836734694
.0161199424305072,136017.8163265306
.0156877156969708,140975.4489795918
.0125824035243388,145933.081632653
.0078761205339517,150890.7142857143
.0055390426194909,155848.3469387755
.0073965518164835,160805.9795918367
.0081028943118087,165763.612244898
.0065317755885123,170721.2448979592
.0028065211283177,175678.8775510204
.0013332786575161,180636.5102040816
.0014213243018551,185594.1428571428
.0012147595402907,190551.7755102041
.0006879896463193,195509.4081632653
.0007461310503449,200467.0408163265
.0007697132068384,205424.6734693878
.0007427009837645,210382.306122449
.0006487947480579,215339.9387755102
.0005256301103828,220297.5714285714
.0004220279502261,225255.2040816326
.0002277771267095,230212.8367346938
.0002881447954793,235170.4693877551
.0003963353076981,240128.1020408163
.0003708184019399,245085.7346938775
.0001862401853902,250043.3673469388
.0000585571330199,255001
