med_hh_inc_c3_value,med_hh_inc_c3_grid
1.50211967853e-06,8974
6.91628536195e-06,13994.95918367347
.0000517757543943,19015.91836734694
.0001491831707371,24036.87755102041
.0002754155836825,29057.83673469388
.0004194311221786,34078.79591836734
.0005629278570742,39099.75510204081
.0006813671759519,44120.71428571428
.0008634134363591,49141.67346938775
.0009419995898174,54162.63265306122
.0009966949940363,59183.59183673469
.0009637362519478,64204.55102040816
.0008808316495952,69225.51020408163
.000875648032973,74246.46938775509
.0011084389538069,79267.42857142857
.0013326731755622,84288.38775510204
.0015343034273477,89309.3469387755
.0014886722869836,94330.30612244896
.0014267737141269,99351.26530612244
.0013872965146821,104372.2244897959
.0014141970814722,109393.1836734694
.0013316092166685,114414.1428571428
.001202798309024,119435.1020408163
.0009752471375389,124456.0612244898
.0008389270077851,129477.0204081633
.0008276485908144,134497.9795918367
.0007572386143505,139518.9387755102
.0009870239716293,144539.8979591837
.0010542875620928,149560.8571428571
.0008859314421446,154581.8163265306
.0005631398718865,159602.7755102041
.0001601578758602,164623.7346938775
.0001235727678153,169644.693877551
.0002511114784569,174665.6530612245
.0004461950575512,179686.6122448979
.0004754113619242,184707.5714285714
.0003733864515251,189728.5306122449
.0001658778875054,194749.4897959183
.00009632242776,199770.4489795918
.0001620065939756,204791.4081632653
.0002031899257407,209812.3673469388
.0002354393496822,214833.3265306122
.0002648612847974,219854.2857142857
.0002659487478939,224875.2448979592
.00027856668077,229896.2040816326
.00016499296815,234917.1632653061
.0001249252616444,239938.1224489796
.0001718281599861,244959.081632653
.0002105179309685,249980.0408163265
.0001656261056557,255001
